# d_ij	D_ij  (gapblock v3)
139.0000	1376.2340
104.0000	1280.2133
79.0000	794.0082
102.0000	870.0230
155.0000	1460.2123
92.0000	923.3445
104.0000	1325.6904
119.0000	1231.0349
128.0000	1270.4350
123.0000	938.0746
103.0000	1333.2104
99.0000	2117.7965
89.0000	1647.1472
116.0000	2171.6805
118.0000	2333.6416
86.0000	1349.4406
76.0000	1084.2099
99.0000	1549.4777
99.0000	1411.1743
131.0000	2909.6589
144.0000	1512.3816
157.0000	1572.9577
185.0000	1505.7669
134.0000	1878.1882
152.0000	2814.9274
155.0000	1539.8204
82.0000	1153.2268
63.0000	1550.2655
119.0000	2063.8219
130.0000	2190.6775
106.0000	1519.8507
94.0000	1061.2884
108.0000	1574.4158
78.0000	1142.7112
103.0000	1389.6568
115.0000	2310.3840
141.0000	1567.8677
111.0000	1409.9862
141.0000	1406.7402
96.0000	1023.3670
93.0000	1201.6884
79.0000	869.0834
121.0000	1398.5214
139.0000	1387.2008
120.0000	1295.9136
80.0000	1016.9759
91.0000	1135.1863
126.0000	2026.3650
123.0000	1681.8466
99.0000	1464.8706
132.0000	1569.1628
108.0000	1323.7111
162.0000	2495.2972
152.0000	1971.4895
127.0000	1278.9754
118.0000	1187.2645
154.0000	1698.3404
105.0000	1222.7780
122.0000	1556.5985
99.0000	1021.2252
162.0000	2725.1772
98.0000	1134.8568
142.0000	2184.9799
125.0000	1540.9500
92.0000	1124.4038
143.0000	1384.5891
118.0000	984.2271
144.0000	1339.7914
87.0000	1371.8750
104.0000	1292.0805
143.0000	1398.7509
126.0000	1429.8580
134.0000	1322.8379
119.0000	1474.8190
157.0000	1486.7010
148.0000	1404.6544
127.0000	1258.9464
97.0000	1595.1843
120.0000	1274.9706
92.0000	2122.8059
131.0000	1518.9467
123.0000	1617.6832
118.0000	1143.0923
125.0000	1734.8781
115.0000	2099.1372
131.0000	1407.0448
91.0000	1009.7158
123.0000	1237.2231
127.0000	1279.4491
123.0000	2207.6626
90.0000	1099.0646
109.0000	1806.1417
103.0000	1149.5812
114.0000	1382.8185
98.0000	1079.5166
126.0000	1602.8924
90.0000	1024.6238
127.0000	1875.8121
124.0000	1350.6672
119.0000	1528.8267
104.0000	1369.7087
87.0000	1187.2300
114.0000	1273.1677
83.0000	889.7837
83.0000	1593.9479
154.0000	1902.1577
143.0000	1943.3391
162.0000	2119.9373
122.0000	2770.5586
145.0000	1223.4868
129.0000	1861.8912
105.0000	1134.8180
135.0000	1149.4333
117.0000	1220.6584
91.0000	1095.0703
118.0000	1789.4114
97.0000	1135.3612
120.0000	1518.9249
138.0000	1772.4311
153.0000	2084.5043
115.0000	1162.9536
110.0000	1215.9770
138.0000	1709.2264
90.0000	996.3594
95.0000	1057.9485
90.0000	1254.1838
161.0000	1955.3616
121.0000	1385.8395
129.0000	1341.4026
100.0000	2038.4401
120.0000	1741.2958
121.0000	1987.8534
158.0000	2020.4633
131.0000	1798.6428
100.0000	2453.7734
106.0000	1598.2957
110.0000	1421.1383
120.0000	1295.9047
81.0000	1100.6571
136.0000	1815.6825
93.0000	1419.9014
108.0000	1532.9781
129.0000	2187.0622
153.0000	1977.9047
139.0000	2363.1267
155.0000	2557.3299
158.0000	1968.2990
124.0000	2433.3214
72.0000	755.3529
152.0000	2493.9775
59.0000	1504.7864
104.0000	2200.8696
115.0000	1543.4630
121.0000	1902.9656
83.0000	790.1772
119.0000	1216.2927
112.0000	1444.3154
120.0000	1423.3078
142.0000	1527.6528
117.0000	1557.8472
128.0000	1320.2856
162.0000	1767.4764
107.0000	1225.8324
103.0000	1569.8379
129.0000	2063.3475
96.0000	1131.1410
98.0000	1711.8411
99.0000	1394.8961
139.0000	1358.2835
117.0000	1596.0843
125.0000	1362.4683
141.0000	1738.5531
93.0000	1639.4667
116.0000	1193.4044
107.0000	1696.6856
91.0000	850.8343
107.0000	1218.3579
109.0000	946.6863
89.0000	927.2163
129.0000	1134.5730
97.0000	1356.4347
93.0000	1543.8135
111.0000	1360.9743
92.0000	1205.5318
130.0000	1603.5476
151.0000	1982.4641
110.0000	1443.0936
149.0000	1397.8079
93.0000	1588.1366
90.0000	1242.2451
75.0000	1307.8433
121.0000	1207.2150
122.0000	1047.0941
109.0000	1039.2002
69.0000	1109.7757
156.0000	2406.7732
106.0000	1371.1043
105.0000	1175.0838
109.0000	1341.9098
88.0000	1428.5731
103.0000	1249.1801
101.0000	1348.2173
133.0000	1531.4771
104.0000	1107.3690
93.0000	1182.6796
143.0000	2275.7865
94.0000	1070.2051
108.0000	1147.0375
122.0000	1196.1543
121.0000	1527.5330
112.0000	1517.6442
116.0000	1588.7102
110.0000	1661.4121
125.0000	1478.5189
105.0000	1169.9581
91.0000	900.9623
117.0000	1323.7968
122.0000	1342.2574
101.0000	945.5057
95.0000	1301.3309
140.0000	1717.9188
127.0000	1764.0408
134.0000	1625.7134
168.0000	2058.2121
139.0000	1585.2861
126.0000	1505.4146
76.0000	1535.8187
149.0000	1507.2458
74.0000	2812.7814
125.0000	1038.9167
132.0000	1726.5622
93.0000	1877.7582
123.0000	1167.7196
153.0000	1952.0530
144.0000	1599.8925
105.0000	1081.6136
145.0000	1751.3323
145.0000	1795.9081
154.0000	1135.1555
112.0000	2248.0696
134.0000	2058.4487
95.0000	1439.8180
107.0000	2509.6934
132.0000	2074.2447
151.0000	1787.6107
150.0000	1748.7484
76.0000	1349.0749
125.0000	1188.2016
123.0000	1200.9621
166.0000	1574.8276
128.0000	1245.0908
149.0000	1693.3402
102.0000	1651.9343
134.0000	1352.3025
140.0000	1747.4547
145.0000	1398.8245
105.0000	1353.9605
130.0000	1269.6618
91.0000	1371.7452
101.0000	868.4256
94.0000	1895.2451
132.0000	1683.3081
101.0000	1813.1189
135.0000	1445.0118
89.0000	1528.8057
127.0000	1611.5306
113.0000	1517.7312
128.0000	1264.5315
147.0000	1971.4538
157.0000	1793.5462
120.0000	2121.1997
139.0000	1857.2143
147.0000	1648.6346
84.0000	1622.9760
124.0000	1300.7994
104.0000	1842.3919
135.0000	1560.8078
126.0000	1305.8243
91.0000	939.3705
115.0000	1299.6392
114.0000	1207.9379
123.0000	1221.9002
103.0000	1327.1744
94.0000	1219.8389
85.0000	1347.4105
108.0000	1126.8975
121.0000	2513.1612
93.0000	1223.2240
103.0000	1602.4572
83.0000	1211.5564
108.0000	957.3228
100.0000	1019.3238
100.0000	1045.8948
103.0000	1158.3497
140.0000	1403.5533
131.0000	1274.8682
93.0000	1126.8975
133.0000	1367.5167
108.0000	1180.8065
59.0000	1103.2085
127.0000	1316.3104
109.0000	1187.4300
75.0000	893.8171
104.0000	1123.8225
97.0000	1648.7859
136.0000	1234.1143
174.0000	1436.7982
131.0000	1238.2253
124.0000	1792.3231
118.0000	1278.2222
62.0000	1194.3739
99.0000	1225.1253
81.0000	1274.5297
131.0000	966.0171
104.0000	1458.2284
137.0000	1778.8775
137.0000	1740.8426
112.0000	1485.4471
142.0000	1842.3566
134.0000	1675.6154
114.0000	1423.0246
124.0000	1298.4602
115.0000	1800.6074
94.0000	1019.8549
111.0000	1331.0624
151.0000	1819.1976
104.0000	1323.1512
75.0000	867.6693
107.0000	1122.7778
118.0000	1647.2492
108.0000	1303.1677
158.0000	2079.9695
151.0000	1490.9671
102.0000	1169.2267
102.0000	1156.8980
100.0000	1289.5899
117.0000	2002.3182
92.0000	955.6469
89.0000	1087.4378
112.0000	1906.1477
122.0000	1927.6231
108.0000	1543.9883
132.0000	1729.6130
105.0000	1414.1626
108.0000	1374.7938
129.0000	1589.6374
88.0000	1846.5070
117.0000	1722.5856
104.0000	1916.3040
79.0000	951.7410
106.0000	1245.4108
89.0000	1293.8937
107.0000	1645.5856
114.0000	1345.4761
115.0000	2001.6536
82.0000	1085.1691
159.0000	1890.5412
125.0000	1412.4971
93.0000	1415.0198
138.0000	1288.8716
137.0000	1420.5126
91.0000	1102.3198
119.0000	1405.0644
117.0000	1908.3213
163.0000	3275.2687
127.0000	1427.7776
64.0000	2374.4656
167.0000	1868.5751
140.0000	1568.6542
160.0000	1433.4738
97.0000	1641.6120
146.0000	1406.5774
121.0000	1442.3831
113.0000	1542.8483
167.0000	1921.6311
110.0000	1032.0286
85.0000	888.8875
101.0000	1110.2567
94.0000	1137.7170
99.0000	1083.4464
102.0000	1600.5543
84.0000	1204.8714
87.0000	898.6084
86.0000	1102.8536
79.0000	1061.1711
88.0000	1009.2740
161.0000	1955.5470
139.0000	1891.5539
135.0000	2467.9427
119.0000	1059.4522
145.0000	2042.8928
131.0000	1454.2170
102.0000	3021.3492
139.0000	1577.9423
174.0000	1843.8745
112.0000	1223.3524
124.0000	1930.2790
109.0000	1193.0474
148.0000	1887.0032
114.0000	1387.7233
171.0000	2178.4777
127.0000	1580.4847
122.0000	1258.3291
91.0000	1515.7444
113.0000	2506.4387
87.0000	1647.3937
100.0000	2394.8092
109.0000	2857.2844
77.0000	1150.6650
96.0000	1946.4971
145.0000	1833.6371
140.0000	2109.4130
152.0000	1839.5657
139.0000	1593.0957
135.0000	1739.7385
132.0000	1356.0516
117.0000	1181.1558
119.0000	1199.2243
106.0000	1120.8760
81.0000	1374.9175
118.0000	1270.2071
101.0000	1232.6050
133.0000	1211.4970
134.0000	1420.5077
144.0000	1320.5207
111.0000	1767.2852
122.0000	1881.8517
96.0000	1598.3194
113.0000	1496.9743
106.0000	1584.7792
105.0000	1629.9660
100.0000	1505.2923
177.0000	1868.2966
120.0000	1714.0791
146.0000	1498.4809
94.0000	1666.2980
141.0000	2639.4026
143.0000	2956.2346
183.0000	2635.4945
170.0000	2752.4504
132.0000	1265.1071
103.0000	1077.1908
128.0000	1000.9575
142.0000	1760.1023
125.0000	1471.2009
130.0000	1439.8733
153.0000	1287.2513
123.0000	1200.1792
118.0000	1290.9589
75.0000	893.3197
128.0000	1310.2244
154.0000	1665.4825
153.0000	1308.8017
116.0000	2093.7915
144.0000	1499.0660
113.0000	1365.8990
129.0000	1461.1845
179.0000	1830.5759
94.0000	1175.0923
106.0000	1148.6866
140.0000	1793.3519
66.0000	905.4645
78.0000	1450.7557
125.0000	1836.2410
85.0000	1091.5232
76.0000	1168.6950
78.0000	1349.5292
53.0000	885.8696
80.0000	1275.5830
116.0000	1121.7197
109.0000	1075.9275
147.0000	1309.3911
151.0000	1656.3330
114.0000	1088.5380
82.0000	1024.9429
97.0000	1453.1435
104.0000	1295.1525
131.0000	1367.6268
89.0000	1622.0690
115.0000	1168.0355
133.0000	1373.8879
159.0000	1419.5911
154.0000	1543.6133
75.0000	1750.0257
139.0000	1736.6329
121.0000	1088.4530
143.0000	1712.8660
100.0000	1406.3773
111.0000	1617.4158
109.0000	1282.8913
124.0000	1076.7883
129.0000	1341.5722
97.0000	1401.4146
118.0000	1175.6930
115.0000	1058.4271
132.0000	1228.2325
108.0000	1033.5773
93.0000	1572.7168
86.0000	995.3090
94.0000	1125.6958
129.0000	1858.3616
131.0000	1652.4427
111.0000	1219.7778
119.0000	1264.8628
142.0000	1835.8935
104.0000	1091.2699
111.0000	1382.9302
132.0000	1435.4773
153.0000	1753.4013
113.0000	1907.2021
177.0000	1563.7366
97.0000	1970.1820
145.0000	1715.7631
151.0000	1513.5647
130.0000	1727.8272
134.0000	1706.4076
124.0000	1445.2508
113.0000	1170.6712
149.0000	1342.6530
100.0000	1055.1412
122.0000	1160.7114
140.0000	1766.7971
122.0000	1020.5783
148.0000	1827.1130
109.0000	1754.8692
153.0000	2525.1483
164.0000	2134.0628
115.0000	997.6883
109.0000	1040.5052
114.0000	1048.8293
106.0000	1284.5026
89.0000	947.9177
117.0000	1034.8116
120.0000	2834.2999
111.0000	1724.7423
120.0000	1650.0400
102.0000	1550.6108
112.0000	1282.9450
88.0000	1246.2821
57.0000	758.3996
124.0000	1535.9251
134.0000	1552.1888
160.0000	2051.6581
133.0000	2184.1999
126.0000	2140.4163
144.0000	1910.7998
143.0000	1033.8704
87.0000	1143.1360
80.0000	1060.4136
134.0000	1472.2225
104.0000	1123.0107
85.0000	1031.3288
129.0000	1564.9016
76.0000	1673.4225
104.0000	1987.5435
134.0000	2318.5649
69.0000	1115.3197
94.0000	1344.4977
100.0000	1354.6638
66.0000	771.7836
98.0000	1634.4537
122.0000	1394.7412
125.0000	1271.1758
124.0000	1208.7663
132.0000	1412.4932
112.0000	1134.9009
110.0000	957.2857
121.0000	1503.1058
110.0000	1710.0374
111.0000	864.3535
118.0000	1217.4420
110.0000	1334.6382
118.0000	1186.4725
115.0000	1392.2137
125.0000	1442.0881
141.0000	1519.8516
106.0000	1352.2992
77.0000	817.5041
146.0000	2569.6371
133.0000	2237.5151
122.0000	1633.8216
65.0000	963.8397
101.0000	1606.5662
86.0000	953.1044
145.0000	2874.8296
110.0000	1204.5555
63.0000	684.8124
143.0000	1713.1127
140.0000	1703.8269
132.0000	1462.6257
138.0000	1622.1483
117.0000	1948.9933
118.0000	1381.9465
97.0000	1257.4355
94.0000	1140.3815
80.0000	1067.5177
128.0000	2217.7101
133.0000	2487.3285
113.0000	1168.9572
124.0000	1302.9305
151.0000	1237.9237
153.0000	1184.5142
135.0000	1333.8861
145.0000	1753.0776
159.0000	2413.6574
103.0000	962.6183
151.0000	1932.4541
85.0000	1401.1135
123.0000	1509.3505
164.0000	2886.7929
157.0000	1658.1414
100.0000	1407.1961
86.0000	1187.0619
83.0000	905.2536
138.0000	1536.9014
92.0000	1510.8266
119.0000	1092.2133
120.0000	1122.6139
103.0000	1163.5046
106.0000	1530.4637
77.0000	886.5664
67.0000	1094.0558
108.0000	1977.1753
107.0000	1470.8154
111.0000	2143.8540
80.0000	1277.2600
86.0000	912.5760
98.0000	1835.0270
116.0000	2378.5092
89.0000	2404.9624
106.0000	1613.7271
89.0000	1721.3925
109.0000	1227.5467
93.0000	900.5421
120.0000	1242.9634
86.0000	940.7221
101.0000	1088.4893
115.0000	1023.6225
107.0000	1212.3898
100.0000	1053.8667
132.0000	1301.9017
99.0000	1252.8623
104.0000	1051.5080
107.0000	1225.3608
126.0000	1414.7074
109.0000	1491.0828
132.0000	1350.6609
141.0000	1378.7636
70.0000	892.7474
101.0000	1625.2837
106.0000	1300.5084
54.0000	972.2325
74.0000	995.8429
124.0000	2120.9731
130.0000	1894.2703
116.0000	1731.3503
103.0000	1327.3131
107.0000	2249.1072
128.0000	1351.7282
145.0000	1861.7911
122.0000	1774.7667
141.0000	1583.1339
139.0000	1596.2365
102.0000	1075.4901
124.0000	1211.7850
114.0000	1250.5223
99.0000	1018.9387
142.0000	1594.2989
113.0000	1223.1762
119.0000	1264.7510
120.0000	1954.5959
142.0000	1341.4037
95.0000	1229.9703
157.0000	1576.3975
119.0000	1073.8482
163.0000	3427.9883
119.0000	1519.5884
79.0000	1476.0867
91.0000	1110.1806
90.0000	1305.6428
147.0000	3030.1165
123.0000	1562.6906
89.0000	1111.7284
90.0000	1183.9802
97.0000	1329.9639
113.0000	1392.2177
89.0000	1015.4236
122.0000	1537.3705
69.0000	893.5939
98.0000	1229.9203
98.0000	1136.3081
106.0000	919.8429
136.0000	1604.4822
100.0000	1360.4889
125.0000	1158.4218
94.0000	1236.1116
155.0000	1999.3069
111.0000	1272.2759
119.0000	1494.2918
114.0000	1221.7934
100.0000	1576.3093
133.0000	1838.6210
148.0000	2183.3261
137.0000	1608.3053
129.0000	1530.5992
117.0000	1491.6588
160.0000	1849.1379
122.0000	1918.8856
130.0000	1169.7833
125.0000	1498.0030
116.0000	1175.7364
91.0000	1032.5662
104.0000	1061.9153
125.0000	1343.4337
143.0000	1142.8933
142.0000	1212.1242
110.0000	1248.9952
143.0000	1126.5216
97.0000	1155.4311
146.0000	1737.2326
108.0000	1444.5539
40.0000	501.5067
111.0000	1139.2383
103.0000	1560.7239
132.0000	2500.8599
193.0000	2460.7418
147.0000	2437.9122
166.0000	1721.9355
168.0000	2683.9482
81.0000	869.4170
141.0000	1883.0725
98.0000	1482.9127
137.0000	1290.1039
145.0000	852.2523
185.0000	2265.8285
88.0000	1205.2274
106.0000	1355.7101
102.0000	851.7224
74.0000	1165.6410
137.0000	1430.2356
123.0000	1573.4742
102.0000	1182.1455
151.0000	1821.3454
122.0000	1293.2490
123.0000	1666.6163
109.0000	1383.1811
59.0000	988.6036
98.0000	1243.2988
83.0000	1258.1685
110.0000	1363.1420
110.0000	1334.7681
148.0000	2162.1575
116.0000	1239.6955
92.0000	981.0347
92.0000	1059.9528
120.0000	1207.8775
96.0000	1134.1442
98.0000	1619.0056
113.0000	1357.2741
136.0000	1285.0082
136.0000	1358.5503
90.0000	1149.0748
120.0000	983.9685
123.0000	1288.9507
118.0000	1316.4372
119.0000	985.5257
99.0000	1244.4195
130.0000	1372.3126
161.0000	1658.7140
130.0000	1499.8333
105.0000	1404.0773
121.0000	1203.1588
96.0000	1001.5288
116.0000	1117.1079
134.0000	1728.9798
130.0000	1356.6507
90.0000	926.0470
106.0000	1199.9504
90.0000	1119.0179
154.0000	1759.4164
84.0000	1057.1173
143.0000	1567.4454
150.0000	1719.5386
97.0000	1217.4132
109.0000	2039.0289
104.0000	1265.3972
144.0000	2012.2701
96.0000	1025.4053
99.0000	1155.2333
112.0000	1603.5972
107.0000	1245.4810
128.0000	1398.9943
91.0000	1594.5677
103.0000	918.6512
112.0000	1543.4623
115.0000	1190.8514
152.0000	1337.6905
128.0000	1306.9633
57.0000	1339.3722
120.0000	1352.4818
146.0000	1630.0006
67.0000	736.4163
145.0000	1244.7783
163.0000	1290.1934
152.0000	1531.2061
85.0000	1060.9962
158.0000	1992.8133
132.0000	2009.1904
166.0000	2623.8283
158.0000	2096.8302
151.0000	1472.8469
117.0000	1659.2884
120.0000	1261.3164
114.0000	1687.8054
128.0000	1691.6060
149.0000	1794.1092
104.0000	1243.3608
95.0000	988.0395
128.0000	1406.6254
105.0000	1325.1215
110.0000	920.3065
131.0000	1265.3841
126.0000	1194.0054
76.0000	846.5566
108.0000	1117.4820
128.0000	1225.4167
130.0000	1602.0028
74.0000	708.6057
91.0000	1401.5063
93.0000	1439.9774
92.0000	1787.0781
122.0000	1142.6828
109.0000	1487.0652
92.0000	1186.0906
122.0000	1369.3024
89.0000	1088.7190
106.0000	1018.9568
151.0000	1684.7294
156.0000	1653.6829
112.0000	1704.2101
110.0000	1852.0111
126.0000	1396.4734
131.0000	1678.2676
116.0000	1820.6845
128.0000	1761.9098
116.0000	1907.1164
101.0000	2547.0718
147.0000	1456.3526
135.0000	1654.6042
137.0000	1897.6775
115.0000	1329.6368
82.0000	1018.3958
166.0000	1697.7191
151.0000	1670.4113
111.0000	1308.9545
90.0000	1317.8604
110.0000	1568.5414
135.0000	2373.2195
108.0000	1239.3660
126.0000	2308.1462
91.0000	1308.6245
104.0000	1308.7265
80.0000	1238.8842
116.0000	1277.2220
78.0000	1542.6873
148.0000	1851.7157
143.0000	1559.0616
144.0000	1467.4478
135.0000	2216.5040
124.0000	1178.7688
146.0000	1486.4659
96.0000	1059.6518
108.0000	963.7422
135.0000	1699.7870
89.0000	848.4834
131.0000	1509.8291
120.0000	1352.2082
112.0000	1074.2974
127.0000	2009.4950
71.0000	1291.6942
129.0000	1271.4507
154.0000	2080.3875
108.0000	1079.8917
144.0000	1916.9197
99.0000	1168.9393
87.0000	1220.6486
108.0000	1096.4370
109.0000	1156.8600
80.0000	1155.1957
125.0000	1988.8373
102.0000	1047.4617
118.0000	1421.1024
123.0000	1241.8176
123.0000	1782.7961
127.0000	2005.8731
125.0000	2260.2192
101.0000	896.1311
128.0000	2392.9156
141.0000	2101.9451
118.0000	1194.0779
155.0000	2018.9460
97.0000	1141.0622
97.0000	1158.9948
84.0000	1206.5347
147.0000	1706.6681
112.0000	1022.4163
121.0000	1239.8798
112.0000	1087.4098
96.0000	1176.0965
105.0000	1206.4937
145.0000	1141.9694
78.0000	1037.5832
145.0000	1595.8612
143.0000	2103.9601
120.0000	1319.5730
126.0000	2598.1726
135.0000	1682.7537
125.0000	2129.4302
152.0000	2101.9891
120.0000	1892.6497
96.0000	1427.0883
91.0000	1707.9859
128.0000	1360.1919
98.0000	1320.3795
103.0000	1330.5473
163.0000	1891.2303
157.0000	1886.0923
124.0000	1584.7012
121.0000	1504.6053
135.0000	2455.2912
159.0000	1995.9599
159.0000	2107.7379
135.0000	1348.9185
102.0000	1530.1735
114.0000	1204.0486
120.0000	1600.8073
78.0000	904.8967
131.0000	1293.8021
141.0000	1949.5425
115.0000	1198.8178
112.0000	1172.7775
108.0000	1296.1994
99.0000	1279.0934
125.0000	2127.4398
106.0000	1344.7662
120.0000	1747.1540
140.0000	2214.2493
55.0000	1114.9094
91.0000	1197.6439
115.0000	999.6504
98.0000	846.1022
148.0000	1766.4379
107.0000	1187.3698
113.0000	1162.3450
97.0000	1312.3429
103.0000	963.8356
93.0000	1288.2519
88.0000	1281.7566
51.0000	3719.9242
170.0000	1494.0435
101.0000	1915.2214
172.0000	1597.8883
121.0000	1316.4722
118.0000	1380.6154
133.0000	1394.3368
84.0000	1466.3649
146.0000	2257.5941
125.0000	1608.6414
106.0000	942.4877
107.0000	1165.3184
117.0000	1290.3639
94.0000	933.2181
109.0000	955.5203
97.0000	1056.0975
110.0000	1404.3198
106.0000	1152.1037
102.0000	1288.7525
107.0000	1316.6560
140.0000	1998.6701
120.0000	1381.6012
128.0000	1900.7401
128.0000	1280.0281
73.0000	1290.0407
136.0000	1514.8941
130.0000	1398.4702
158.0000	1711.6989
112.0000	1388.7664
90.0000	1137.9798
162.0000	2192.9551
115.0000	1212.5168
121.0000	2251.4908
97.0000	1064.7695
161.0000	2399.5447
84.0000	1041.6761
92.0000	1686.4187
97.0000	1416.7438
115.0000	952.3875
95.0000	1631.4101
107.0000	919.1360
144.0000	1312.8260
153.0000	1365.6478
148.0000	1852.9107
130.0000	1551.3278
154.0000	1785.5795
140.0000	1349.4951
136.0000	1305.0663
129.0000	1820.4925
107.0000	1558.7829
125.0000	2114.7130
65.0000	1285.0016
131.0000	1722.4468
102.0000	1402.6514
147.0000	1721.3840
166.0000	2217.5692
179.0000	2009.0431
107.0000	2032.0258
172.0000	2645.2244
172.0000	1863.0741
138.0000	2147.9209
143.0000	2364.6862
186.0000	1661.6046
162.0000	2544.1272
135.0000	2424.1219
104.0000	1536.1654
85.0000	2106.0351
156.0000	1276.6382
159.0000	1437.1507
151.0000	1199.1501
102.0000	1874.7592
102.0000	1950.8152
143.0000	1613.5018
134.0000	1770.1186
125.0000	1154.5224
167.0000	1566.1242
74.0000	1649.2192
98.0000	1547.9121
75.0000	1034.1842
92.0000	1970.2683
59.0000	931.0478
53.0000	767.1656
77.0000	936.5906
126.0000	1259.0353
133.0000	1269.3045
153.0000	1268.3150
110.0000	1142.7703
88.0000	1105.1357
137.0000	1199.7000
123.0000	1411.1162
124.0000	2047.4325
149.0000	1640.8025
117.0000	1615.0802
94.0000	1539.5048
110.0000	1399.5324
78.0000	985.7023
94.0000	1082.9520
96.0000	1276.2582
112.0000	1197.4586
96.0000	1284.5003
133.0000	1799.2821
90.0000	1182.9345
94.0000	1069.4915
127.0000	2151.9970
84.0000	980.8690
141.0000	1682.9465
124.0000	1267.6841
123.0000	1126.9512
148.0000	1307.4467
152.0000	1773.9980
154.0000	1547.9554
90.0000	1450.4351
135.0000	2069.3825
104.0000	1342.7338
137.0000	1435.2665
104.0000	1058.6473
94.0000	1397.2587
84.0000	1389.6212
107.0000	971.0623
63.0000	770.9585
150.0000	2054.5450
163.0000	1804.0754
99.0000	1316.0688
80.0000	1158.2021
78.0000	818.0837
111.0000	1237.6352
141.0000	1474.8834
76.0000	1277.7371
94.0000	1000.4359
134.0000	1575.9296
95.0000	1087.5357
100.0000	1261.6909
106.0000	1052.9335
118.0000	1172.7498
93.0000	993.0448
99.0000	1169.3387
76.0000	891.7657
114.0000	1370.6666
98.0000	1561.4356
138.0000	1681.9254
115.0000	1262.0277
128.0000	1550.7485
132.0000	1622.3378
178.0000	1931.9019
116.0000	2299.7339
160.0000	1541.2015
124.0000	1564.6303
181.0000	1822.6434
135.0000	1360.2772
126.0000	1979.9141
130.0000	2610.7729
142.0000	2129.7040
130.0000	1498.0617
88.0000	1294.5007
109.0000	1371.6439
99.0000	1795.2863
91.0000	1179.7584
97.0000	1542.8013
100.0000	1406.9211
119.0000	1741.0801
115.0000	1657.5877
80.0000	910.9676
133.0000	1352.2807
117.0000	1003.9402
142.0000	1197.1600
110.0000	1208.6145
123.0000	1519.0303
93.0000	1156.4251
94.0000	1234.8765
92.0000	1203.8999
87.0000	1156.9732
100.0000	2028.3520
150.0000	1860.1755
140.0000	1887.8866
96.0000	1754.0681
155.0000	1948.0293
123.0000	1835.2558
117.0000	1451.9194
110.0000	1056.8098
119.0000	1362.3296
82.0000	1132.7974
147.0000	1685.3587
96.0000	1607.8955
87.0000	1303.7960
108.0000	1213.8863
157.0000	2565.6490
78.0000	1338.8428
95.0000	1331.5048
74.0000	817.4680
146.0000	2318.6136
90.0000	1043.1668
101.0000	1039.8678
113.0000	1192.2407
116.0000	1140.8606
147.0000	2510.4032
114.0000	1367.3452
114.0000	1279.8285
99.0000	1053.6968
124.0000	1249.7628
130.0000	1354.6671
93.0000	1118.0058
50.0000	693.5279
143.0000	2150.3679
91.0000	1228.6456
107.0000	878.5437
152.0000	1477.5808
118.0000	1838.9057
123.0000	2045.8551
123.0000	880.6378
107.0000	1119.6776
153.0000	1819.6118
109.0000	1000.5429
94.0000	761.9199
165.0000	1719.9974
99.0000	2063.0686
80.0000	1817.0451
156.0000	858.4981
131.0000	1305.9028
130.0000	1064.8507
121.0000	1047.1710
97.0000	1384.3544
138.0000	1294.7405
148.0000	1930.0396
145.0000	1347.4858
136.0000	1419.6961
100.0000	961.1743
88.0000	1568.5159
109.0000	2330.7464
87.0000	1089.2539
106.0000	2177.0156
75.0000	1144.7987
94.0000	1168.2020
96.0000	1211.5767
73.0000	1058.0789
115.0000	2271.0817
100.0000	1124.2793
82.0000	1109.6274
131.0000	1351.8698
125.0000	1385.3108
117.0000	1289.0008
151.0000	1810.1619
89.0000	1324.1956
139.0000	1417.8110
110.0000	1444.0644
79.0000	1326.1915
105.0000	1052.4909
99.0000	1148.1838
103.0000	1078.0190
105.0000	1178.1201
116.0000	1684.0258
79.0000	759.7664
91.0000	1432.6266
108.0000	1980.6148
88.0000	1137.7807
116.0000	1710.5710
155.0000	1823.1177
129.0000	1669.5227
122.0000	1679.2710
117.0000	1370.6301
71.0000	879.6022
107.0000	1538.8077
115.0000	1704.8073
107.0000	1983.7104
117.0000	1849.3499
86.0000	1277.4842
136.0000	1695.5710
98.0000	1393.8515
120.0000	1590.9881
117.0000	2083.0221
106.0000	1240.1185
112.0000	1415.0403
109.0000	1242.4255
108.0000	1145.8892
87.0000	2841.9704
163.0000	1435.2376
122.0000	1337.1877
122.0000	1741.5450
117.0000	1839.2599
90.0000	951.0168
109.0000	1222.0213
105.0000	1282.3190
118.0000	1872.6938
133.0000	1493.7694
132.0000	1188.3947
121.0000	1214.8127
124.0000	1602.4512
149.0000	1683.1595
135.0000	1331.0943
126.0000	1617.5667
74.0000	1863.7999
151.0000	1820.4052
94.0000	1009.8653
108.0000	944.2261
109.0000	1211.1218
133.0000	1369.1852
101.0000	1378.7959
97.0000	972.0391
115.0000	1240.0790
91.0000	1249.8540
80.0000	940.1447
165.0000	2361.4968
84.0000	1219.6405
163.0000	2029.1961
95.0000	1806.5254
142.0000	1676.8366
63.0000	825.0836
123.0000	1326.5504
114.0000	1371.3533
87.0000	1296.2538
115.0000	1865.4860
120.0000	1389.2800
144.0000	1369.0489
113.0000	1389.2077
114.0000	1486.4908
118.0000	1755.2766
76.0000	927.2459
106.0000	1433.8943
129.0000	1869.7751
117.0000	1466.2854
108.0000	1441.4011
100.0000	1439.4648
91.0000	1179.9818
